# NACA 64A010 normalized coordinates (x, y)
1.000000 0.000210
0.999889 0.000213
0.999556 0.000220
0.999000 0.000233
0.998223 0.000252
0.997224 0.000275
0.996004 0.000303
0.994564 0.000337
0.992904 0.000375
0.991025 0.000419
0.988927 0.000467
0.986612 0.000520
0.984081 0.000579
0.981335 0.000642
0.978374 0.000709
0.975201 0.000781
0.971817 0.000858
0.968223 0.000939
0.964421 0.001024
0.960412 0.001114
0.956199 0.001207
0.951783 0.001305
0.947166 0.001407
0.942351 0.001512
0.937338 0.001621
0.932132 0.001733
0.926733 0.001849
0.921144 0.001969
0.915368 0.002091
0.909408 0.002217
0.903266 0.002345
0.896944 0.002476
0.890446 0.002610
0.883774 0.002746
0.876932 0.002885
0.869922 0.003026
0.862748 0.003169
0.855412 0.003315
0.847919 0.003462
0.840270 0.003610
0.832471 0.003761
0.824524 0.003912
0.816432 0.004066
0.808200 0.004220
0.799831 0.004375
0.791328 0.004531
0.782696 0.004688
0.773938 0.004845
0.765059 0.005003
0.756062 0.005162
0.746951 0.005320
0.737730 0.005478
0.728403 0.005637
0.718975 0.005795
0.709450 0.005952
0.699831 0.006109
0.690124 0.006266
0.680332 0.006421
0.670460 0.006575
0.660512 0.006728
0.650493 0.006880
0.640406 0.007030
0.630258 0.007179
0.620051 0.007326
0.609792 0.007470
0.599483 0.007613
0.589130 0.007753
0.578738 0.007890
0.568310 0.008025
0.557853 0.008157
0.547369 0.008286
0.536864 0.008412
0.526343 0.008534
0.515811 0.008653
0.505271 0.008767
0.494729 0.008878
0.484189 0.008985
0.473657 0.009087
0.463136 0.009185
0.452631 0.009279
0.442147 0.009367
0.431690 0.009450
0.421262 0.009528
0.410870 0.009601
0.400517 0.009668
0.390208 0.009730
0.379949 0.009786
0.369742 0.009835
0.359594 0.009879
0.349507 0.009916
0.339488 0.009947
0.329540 0.009971
0.319668 0.009988
0.309876 0.009999
0.300169 0.010003
0.290550 0.010000
0.281025 0.009989
0.271597 0.009972
0.262270 0.009947
0.253049 0.009914
0.243938 0.009875
0.234941 0.009828
0.226062 0.009773
0.217304 0.009711
0.208672 0.009641
0.200169 0.009564
0.191800 0.009479
0.183568 0.009387
0.175476 0.009287
0.167529 0.009180
0.159730 0.009066
0.152081 0.008944
0.144588 0.008814
0.137252 0.008678
0.130078 0.008534
0.123068 0.008383
0.116226 0.008225
0.109554 0.008061
0.103056 0.007889
0.096734 0.007711
0.090592 0.007527
0.084632 0.007336
0.078856 0.007139
0.073267 0.006935
0.067868 0.006726
0.062662 0.006511
0.057649 0.006291
0.052834 0.006065
0.048217 0.005833
0.043801 0.005597
0.039588 0.005355
0.035579 0.005109
0.031777 0.004858
0.028183 0.004602
0.024799 0.004342
0.021626 0.004077
0.018665 0.003809
0.015919 0.003537
0.013388 0.003260
0.011073 0.002980
0.008975 0.002697
0.007096 0.002410
0.005436 0.002119
0.003996 0.001826
0.002776 0.001529
0.001777 0.001229
0.001000 0.000926
0.000444 0.000620
0.000111 0.000312
0.000000 0.000000
0.000111 -0.000312
0.000444 -0.000620
0.001000 -0.000926
0.001777 -0.001229
0.002776 -0.001529
0.003996 -0.001826
0.005436 -0.002119
0.007096 -0.002410
0.008975 -0.002697
0.011073 -0.002980
0.013388 -0.003260
0.015919 -0.003537
0.018665 -0.003809
0.021626 -0.004077
0.024799 -0.004342
0.028183 -0.004602
0.031777 -0.004858
0.035579 -0.005109
0.039588 -0.005355
0.043801 -0.005597
0.048217 -0.005833
0.052834 -0.006065
0.057649 -0.006291
0.062662 -0.006511
0.067868 -0.006726
0.073267 -0.006935
0.078856 -0.007139
0.084632 -0.007336
0.090592 -0.007527
0.096734 -0.007711
0.103056 -0.007889
0.109554 -0.008061
0.116226 -0.008225
0.123068 -0.008383
0.130078 -0.008534
0.137252 -0.008678
0.144588 -0.008814
0.152081 -0.008944
0.159730 -0.009066
0.167529 -0.009180
0.175476 -0.009287
0.183568 -0.009387
0.191800 -0.009479
0.200169 -0.009564
0.208672 -0.009641
0.217304 -0.009711
0.226062 -0.009773
0.234941 -0.009828
0.243938 -0.009875
0.253049 -0.009914
0.262270 -0.009947
0.271597 -0.009972
0.281025 -0.009989
0.290550 -0.010000
0.300169 -0.010003
0.309876 -0.009999
0.319668 -0.009988
0.329540 -0.009971
0.339488 -0.009947
0.349507 -0.009916
0.359594 -0.009879
0.369742 -0.009835
0.379949 -0.009786
0.390208 -0.009730
0.400517 -0.009668
0.410870 -0.009601
0.421262 -0.009528
0.431690 -0.009450
0.442147 -0.009367
0.452631 -0.009279
0.463136 -0.009185
0.473657 -0.009087
0.484189 -0.008985
0.494729 -0.008878
0.505271 -0.008767
0.515811 -0.008653
0.526343 -0.008534
0.536864 -0.008412
0.547369 -0.008286
0.557853 -0.008157
0.568310 -0.008025
0.578738 -0.007890
0.589130 -0.007753
0.599483 -0.007613
0.609792 -0.007470
0.620051 -0.007326
0.630258 -0.007179
0.640406 -0.007030
0.650493 -0.006880
0.660512 -0.006728
0.670460 -0.006575
0.680332 -0.006421
0.690124 -0.006266
0.699831 -0.006109
0.709450 -0.005952
0.718975 -0.005795
0.728403 -0.005637
0.737730 -0.005478
0.746951 -0.005320
0.756062 -0.005162
0.765059 -0.005003
0.773938 -0.004845
0.782696 -0.004688
0.791328 -0.004531
0.799831 -0.004375
0.808200 -0.004220
0.816432 -0.004066
0.824524 -0.003912
0.832471 -0.003761
0.840270 -0.003610
0.847919 -0.003462
0.855412 -0.003315
0.862748 -0.003169
0.869922 -0.003026
0.876932 -0.002885
0.883774 -0.002746
0.890446 -0.002610
0.896944 -0.002476
0.903266 -0.002345
0.909408 -0.002217
0.915368 -0.002091
0.921144 -0.001969
0.926733 -0.001849
0.932132 -0.001733
0.937338 -0.001621
0.942351 -0.001512
0.947166 -0.001407
0.951783 -0.001305
0.956199 -0.001207
0.960412 -0.001114
0.964421 -0.001024
0.968223 -0.000939
0.971817 -0.000858
0.975201 -0.000781
0.978374 -0.000709
0.981335 -0.000642
0.984081 -0.000579
0.986612 -0.000520
0.988927 -0.000467
0.991025 -0.000419
0.992904 -0.000375
0.994564 -0.000337
0.996004 -0.000303
0.997224 -0.000275
0.998223 -0.000252
0.999000 -0.000233
0.999556 -0.000220
0.999889 -0.000213
1.000000 -0.000210
